,PRICE,ROUNDED_NOTIONAL_AMOUNT_1,ACTION_CANCEL,ACTION_CORRECT,ACTION_NEW,TAXONOMY_Credit:Index:CDX:CDXHY,TAXONOMY_Credit:Index:CDX:CDXIG,PRICE_FORMING_CONTINUATION_DATA_Amendment,PRICE_FORMING_CONTINUATION_DATA_Novation,PRICE_FORMING_CONTINUATION_DATA_Partialtermination,PRICE_FORMING_CONTINUATION_DATA_Trade,CLEARED_C,CLEARED_U,INDICATION_OF_COLLATERALIZATION_FC,INDICATION_OF_COLLATERALIZATION_OC,INDICATION_OF_COLLATERALIZATION_PC,INDICATION_OF_COLLATERALIZATION_UC
437906,5.0,35.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
437914,106.12000274658203,10.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
437921,0.6475,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
437926,0.6475,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
437932,5.0,20.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
437936,102.4000015258789,100.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
437937,102.4000015258789,100.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
437939,106.23999786376953,10.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
437941,5.0,20.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
437942,5.0,35.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
437990,0.661875,18.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
438191,0.66,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
438192,0.5811999893188476,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
438217,105.80000305175781,95.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438286,102.4000015258789,100.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438290,106.43000030517578,10.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438291,106.31500244140625,10.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438292,105.68000030517578,11.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
438294,0.6626809692382812,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
438334,102.37999725341797,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438337,102.3499984741211,25.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438403,0.6580000305175782,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
438413,0.6626809692382812,110.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
438489,0.6225,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
438492,0.6225,100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
438493,0.6225,100.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
438518,0.62,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438519,0.62,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438523,0.62,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438566,0.6225,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438571,0.624375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438573,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438577,0.624375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438592,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438605,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438615,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438622,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438666,0.62125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438667,0.62125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438675,0.62125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438676,0.62125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438677,0.62125,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438739,1.074800033569336,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
438740,1.074800033569336,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
438741,1.074800033569336,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
438742,1.074800033569336,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
438746,0.34200000762939453,36.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
438747,1.074800033569336,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
438748,1.074800033569336,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
438757,0.34200000762939453,36.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
438758,0.34180000305175784,36.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
438799,0.4525,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
438802,0.4525,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
438814,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
438817,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
438822,0.6225,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
438823,0.6225,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
438824,0.6225,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
438825,0.6225,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
438830,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438846,1.074550018310547,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
438847,1.074550018310547,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
438848,1.074550018310547,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
438854,0.6209000015258789,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438871,0.62125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438875,0.62125,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438877,107.41000366210938,4.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
438880,0.62125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438890,1.0743000030517578,15.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
438891,0.62,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
438892,0.62,75.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
438893,0.62,75.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
438897,1.0743000030517578,15.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
438898,1.0743000030517578,15.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
438911,0.32,24.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
438999,102.0199966430664,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
439005,0.7925,2.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
439006,0.7925,0.15,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
439007,0.795,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439062,0.8097750091552735,5.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
439122,0.7935990142822266,25.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439133,0.79625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439140,0.79625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439142,0.7938849639892578,3.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439192,0.9015000152587891,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
439195,101.8499984741211,75.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
439211,102.0199966430664,75.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
439271,0.797863998413086,25.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439368,0.7985009765625,25.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439369,0.7985009765625,22.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439370,0.7985009765625,3.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439391,0.7995909881591797,67.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439433,0.7800350189208984,25.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439468,0.775625,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439475,0.7795200347900391,11.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
439481,0.90625,1.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
439570,0.5165000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
439576,0.5165000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
439658,0.5170000076293946,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439659,0.534000015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439660,0.513499984741211,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439665,0.5165000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
439691,0.17,60.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
439736,0.525,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439738,0.5084999847412109,55.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439739,0.5254999923706055,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439820,0.529000015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439825,0.529000015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439833,0.5370000076293945,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439838,0.5463000106811523,42.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
439840,0.5415000152587891,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439843,0.5370000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439862,0.5370000076293945,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
439899,52.20000076293945,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
439904,52.20000076293945,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
440167,0.65,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
440215,0.65,55.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
440290,0.64,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
440295,0.64,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
440296,0.641875,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440303,0.64,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
440415,0.64,30.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440423,0.64,50.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
440424,0.64,50.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
440492,0.6359379959106445,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440521,5.0,20.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
440573,0.63625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
440584,0.648499984741211,100.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
440587,0.6370000076293946,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440602,0.6379000091552735,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440613,0.65,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
440626,5.0,20.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
440627,5.0,20.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
440633,0.63625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
440704,0.6375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
440709,0.63875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
440724,0.6363000106811524,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
440731,0.6375,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440733,0.6365000152587891,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
440739,0.48,200.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
440772,0.63625,0.27,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
441780,107.4000015258789,22.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
441782,107.80000305175781,18.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
441792,3.273508984375,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
441860,0.6629000091552735,24.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
441863,0.6601290130615234,100.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
441866,0.245,0.1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
441912,0.22172000885009766,150.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
441944,107.3499984741211,5.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
441954,3.273508984375,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
441956,108.41000366210938,2.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
442072,0.501875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442115,0.500999984741211,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
442116,0.500999984741211,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
442124,1.081500015258789,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
442126,1.081500015258789,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
442130,1.081500015258789,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
442131,1.081500015258789,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
442132,1.081500015258789,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
442136,0.500999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
442261,0.5034999847412109,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442287,0.5034999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442299,1.080500030517578,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
442300,1.080500030517578,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
442318,1.080500030517578,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
442361,0.5029999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442373,1.0813500213623046,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
442374,1.0813500213623046,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
442375,1.0813500213623046,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
442376,1.0813500213623046,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
442377,1.0813500213623046,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
442378,1.0813500213623046,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
442558,0.6531500244140624,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
442587,0.639375,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442666,0.639375,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442667,0.639375,50.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
442668,0.639375,25.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
442677,0.64,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442740,0.639375,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442747,0.64125,23.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442758,0.64125,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
442796,0.64,45.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
442798,0.64,55.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
442807,0.642750015258789,100.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
442808,0.642750015258789,100.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
442875,0.64,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442892,0.6425,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442902,0.63875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442911,0.63875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442913,0.64,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442921,0.63875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442960,0.64,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
442973,0.63875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
442979,0.6425,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443073,0.6407499694824219,50.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
443080,0.64,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443085,0.63875,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
443101,0.63875,35.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
443105,0.639375,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
443207,0.64,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443216,0.64,60.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443235,0.63875,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
443242,0.63875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443301,0.64,45.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
443353,0.63875,58.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
443354,0.63875,55.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
443358,0.63875,55.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
443391,0.6397499847412109,1.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
443394,0.63875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443430,0.63875,84.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
443432,0.63875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443437,0.63875,58.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
443459,0.49450000762939456,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443460,0.49450000762939456,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
443461,0.4925,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443470,0.4925,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
443473,0.49349998474121093,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443477,0.49400001525878906,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443478,0.49349998474121093,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443479,0.49400001525878906,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443480,1.081699981689453,15.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
443482,1.081500015258789,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
443483,1.081500015258789,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
443485,0.49400001525878906,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
443486,0.49400001525878906,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
443487,0.49400001525878906,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
443488,0.49400001525878906,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
443489,1.081500015258789,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
443498,1.081699981689453,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
443499,1.081699981689453,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
443501,0.49400001525878906,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443502,0.49349998474121093,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443503,1.081500015258789,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
443504,1.081500015258789,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
443505,1.081500015258789,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
443506,1.081500015258789,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
443510,0.49349998474121093,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
443511,0.49349998474121093,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
443512,0.49349998474121093,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
443513,0.49349998474121093,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
443517,1.081500015258789,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
443518,1.081500015258789,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
443520,0.49349998474121093,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443527,1.081699981689453,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
443548,0.49450000762939456,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
443553,0.49450000762939456,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
443554,0.49450000762939456,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
443556,0.48439998626708985,50.0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
443637,108.30500030517578,36.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
443742,5.0,11.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
443762,5.0,17.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
443786,0.644000015258789,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
443962,0.64625,110.0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
443968,0.6426999664306641,15.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
443969,0.6430000305175781,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
444192,0.64625,110.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
444193,0.64625,110.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
444315,0.6295999908447265,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
444379,0.6304999923706055,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
444463,0.6320000076293946,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
444464,0.6320000076293946,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
444465,1.062249984741211,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
444488,0.6320000076293946,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
444489,0.6320000076293946,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
444492,0.35625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444494,0.6320000076293946,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
444495,0.6320000076293946,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
444497,1.062249984741211,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
444498,1.062249984741211,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
444522,0.6270000076293946,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
444523,0.6270000076293946,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
444529,0.629000015258789,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444530,0.629000015258789,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444546,0.6270000076293946,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
444593,0.6225,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444629,1.0647000122070311,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
444632,1.0647000122070311,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
444633,1.0647000122070311,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
444634,1.0647000122070311,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
444635,1.0647000122070311,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
444640,0.6225,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444647,106.49500274658203,10.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
444653,1.0647000122070311,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
444654,0.6220000076293946,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444655,0.6220000076293946,100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
444656,0.6220000076293946,100.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
444712,0.6320000076293946,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
444719,0.601500015258789,75.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
444728,107.26249694824219,10.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
444730,0.6320000076293946,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
444731,0.6320000076293946,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
444744,1.0630000305175782,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
444745,1.0630000305175782,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
444747,1.0630000305175782,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
444748,1.0630000305175782,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
444767,1.0630000305175782,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
444768,1.0630000305175782,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
444786,0.5984999847412109,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444846,0.6070000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444881,0.6029999923706054,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
444882,0.6029999923706054,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
444883,0.6029999923706054,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
444884,0.6029999923706054,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
444888,0.6029999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444901,0.6029999923706054,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
444912,0.6029999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
444913,0.6029999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
444918,0.5129999923706055,17.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
444919,0.5129999923706055,17.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
444951,0.5990000152587891,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
