,PRICE,ROUNDED_NOTIONAL_AMOUNT_1,ACTION_CANCEL,ACTION_CORRECT,ACTION_NEW,TAXONOMY_Credit:Index:CDX:CDXHY,TAXONOMY_Credit:Index:CDX:CDXIG,PRICE_FORMING_CONTINUATION_DATA_Amendment,PRICE_FORMING_CONTINUATION_DATA_Novation,PRICE_FORMING_CONTINUATION_DATA_Partialtermination,PRICE_FORMING_CONTINUATION_DATA_Trade,CLEARED_C,CLEARED_U,INDICATION_OF_COLLATERALIZATION_FC,INDICATION_OF_COLLATERALIZATION_OC,INDICATION_OF_COLLATERALIZATION_PC,INDICATION_OF_COLLATERALIZATION_UC
156,0.668499984741211,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
172,0.668499984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
286,0.476875,150.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
301,0.47875,85.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
302,0.68,62.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
317,0.678125,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
410,0.6780000305175782,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
413,0.6780000305175782,100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
414,0.6780000305175782,100.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
426,0.6780000305175782,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
427,0.6780000305175782,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
443,0.6780000305175782,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
445,0.6779000091552735,40.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
501,0.68,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
520,0.685,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
521,0.685,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
522,0.685,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
529,1.056750030517578,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
547,0.6809999847412109,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
558,0.6815000152587891,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
580,1.0604000091552734,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
599,106.29000091552734,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
618,0.6569999694824219,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
624,0.6569999694824219,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
628,0.27625,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
629,0.27625,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
633,0.6569999694824219,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
671,1.0593000030517579,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
672,1.0593000030517579,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
721,0.66,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
722,0.66,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
732,0.27625,5.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
733,0.27625,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
747,0.5386000061035157,30.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
812,1.0730000305175782,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
813,1.0730000305175782,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
814,1.0730000305175782,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
843,0.528499984741211,0.2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
866,0.5315000152587891,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
867,0.5315000152587891,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
869,0.5315000152587891,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
883,107.44999694824219,20.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
884,0.5315000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
885,0.5315000152587891,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
886,0.5347999954223632,30.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
895,0.5315000152587891,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
904,0.5347999954223632,30.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
928,106.0999984741211,25.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
929,0.52625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
930,0.5270000076293946,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
932,106.18000030517578,25.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
934,0.5275,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
938,0.3525,130.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
942,0.27100000381469724,200.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
944,0.5254999923706055,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
945,0.5254999923706055,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
946,0.5254999923706055,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
947,0.5254999923706055,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
950,0.5254999923706055,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
951,0.5254999923706055,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
952,0.5254999923706055,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
953,0.5254999923706055,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
955,0.5254999923706055,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
956,0.5254999923706055,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
957,0.5254999923706055,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
958,0.5254999923706055,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
963,0.5270000076293946,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
964,0.5270000076293946,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
967,0.5254999923706055,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
968,0.5254999923706055,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
969,0.5254999923706055,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
972,0.5254999923706055,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
973,0.5254999923706055,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
977,0.5254999923706055,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1001,0.525,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1053,0.5315000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1054,0.5315000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1061,0.5315000152587891,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1062,0.5315000152587891,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1063,0.5315000152587891,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1064,0.5315000152587891,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1092,0.5275,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1097,0.5275,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1098,0.5275,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1122,0.535,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1136,0.5309999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1137,0.5309999847412109,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1166,0.5309999847412109,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1167,0.5309999847412109,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1168,0.5309999847412109,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1169,0.5309999847412109,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1170,0.415,200.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1171,107.19999694824219,0.7,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
1176,0.54,63.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1216,0.543499984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1243,106.30000305175781,60.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
1259,0.533499984741211,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1260,0.533499984741211,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1270,0.5325,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1276,0.5325,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1277,0.5325,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1284,0.533499984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1292,0.544000015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1308,0.543499984741211,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1317,0.54,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1323,0.54,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1327,0.54,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1328,0.54,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1330,0.54,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1331,0.54,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1332,0.543499984741211,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1334,0.5395000076293945,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1335,0.543499984741211,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1340,0.5395000076293945,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1368,0.513499984741211,0.5,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1430,0.6075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1444,0.6075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1451,0.6075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1465,0.6075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1466,0.6075,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1467,0.6075,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
1480,0.6075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1569,106.8550033569336,6.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
1580,0.603734016418457,6.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1591,1.0695500183105469,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1596,1.0695500183105469,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1597,1.0695500183105469,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1676,1.0691000366210937,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1695,1.0691000366210937,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1696,1.0691000366210937,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1748,0.0064999997615814206,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1750,0.6079999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1781,0.6079999923706054,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1782,0.6079999923706054,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
1836,0.6079999923706054,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1887,0.26,320.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1890,0.26,320.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
1915,1.0,11.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1922,1.0,20.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1931,1.0,3.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1944,1.0,0.56,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
2000,1.0,11.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
2027,1.0678500366210937,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2055,1.0678500366210937,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2056,1.0678500366210937,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2062,5.0,1.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
2110,0.0064999997615814206,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2271,0.53,71.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
2272,0.53,50.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
2273,1.0686,12.0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
2275,0.5565000152587891,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2276,1.0674,8.0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
2288,0.5540000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2313,0.5559999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2321,0.5559999847412109,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2322,0.5559999847412109,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
2323,0.5559999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2337,0.545,30.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2338,0.545,77.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2342,1.0694499969482423,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2346,1.0694499969482423,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2347,1.0694499969482423,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2374,0.48150001525878905,50.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2375,0.48150001525878905,50.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2377,0.4515000152587891,150.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2378,0.4515000152587891,150.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
2436,0.4515000152587891,150.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
2476,0.58,45.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2480,0.5825,60.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2489,0.549000015258789,2.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2500,1.0630000305175782,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2501,1.0630000305175782,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2502,1.0630000305175782,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2503,1.0630000305175782,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2531,0.5840000152587891,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2540,1.0630000305175782,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2541,1.0630000305175782,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2556,1.073499984741211,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2557,1.073499984741211,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2562,1.073499984741211,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2564,1.063499984741211,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2606,1.073499984741211,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2616,0.576500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2630,0.315,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2631,0.5934999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2632,0.5934999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2637,0.5934999847412109,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2638,0.5934999847412109,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
2639,0.5934999847412109,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2640,0.5934999847412109,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
2661,0.590999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2668,0.590999984741211,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2669,0.590999984741211,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
2713,0.5840000152587891,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2721,0.5763000106811523,87.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
2736,0.5840000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2757,1.0622000122070312,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2758,1.0622000122070312,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2759,1.0622000122070312,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2766,1.0626000213623046,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2774,1.0633999633789062,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2775,0.571500015258789,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2776,0.571500015258789,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
2777,1.0631999969482422,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2778,1.0631999969482422,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2782,1.0633999633789062,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2783,1.0633999633789062,15.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2785,1.0631999969482422,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2786,1.0631999969482422,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2787,1.0631999969482422,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2788,1.0631999969482422,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2792,1.0631999969482422,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2793,1.0631999969482422,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2797,0.571500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2806,1.0633999633789062,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2807,1.0633999633789062,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2808,1.0631999969482422,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2810,1.0631999969482422,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2811,1.0631999969482422,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2812,1.0631999969482422,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2813,1.0633999633789062,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2814,1.0633999633789062,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2821,1.0633999633789062,15.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2822,1.0633999633789062,15.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2835,0.48150001525878905,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
2845,0.605,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2846,1.0597000122070312,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2847,0.5970000076293945,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2849,60.0625,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2854,0.6090000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
2864,0.6090000152587891,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2865,0.6090000152587891,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
2894,0.6075,20.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2904,0.6075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2907,0.5970000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2909,0.6075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2916,1.0597000122070312,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2917,1.0597000122070312,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2927,0.6034999847412109,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2933,106.29000091552734,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
2935,0.6034999847412109,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2936,0.6034999847412109,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
2938,0.6034999847412109,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2953,0.6004999923706055,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2959,0.5745000076293946,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2963,0.5745000076293946,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
2991,1.0622000122070312,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2992,1.0622000122070312,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2993,1.0622000122070312,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2994,1.0622000122070312,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
2995,1.0622000122070312,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2996,1.0622000122070312,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3009,1.0626000213623046,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3010,1.0626000213623046,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3020,1.0631999969482422,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3021,1.0631999969482422,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3030,1.0631999969482422,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3060,1.0841,5.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
3062,0.18700000762939453,200.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
3063,0.16,320.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
3070,1.074875,5.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
3094,0.6070000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3138,0.58,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3149,0.58,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3171,0.58,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
3232,1.0666999816894531,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3233,1.0666999816894531,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3234,1.0666999816894531,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3235,1.0666999816894531,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3237,1.0666999816894531,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3238,1.0666999816894531,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3247,0.16,320.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3263,0.18700000762939453,200.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3278,0.6025,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
3281,0.55,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3330,0.6125,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3331,0.6125,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3332,1.0683000183105469,10.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3333,1.0683000183105469,10.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3374,0.6125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3375,1.0683000183105469,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3470,0.6204999923706055,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3496,0.6190000152587891,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
3602,0.61,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3603,0.61,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3618,0.61,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3619,0.61,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3620,0.61,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3621,0.61,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3632,1.0694499969482423,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
3671,0.611500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3672,0.611500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3673,0.611500015258789,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3683,0.611500015258789,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3684,0.611500015258789,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3685,0.611500015258789,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3686,0.611500015258789,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3687,0.611500015258789,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3688,0.611500015258789,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3709,0.6079999923706054,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3710,0.6079999923706054,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3711,0.6079999923706054,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3712,0.6079999923706054,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
3732,0.6079999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
3733,1.0694499969482423,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
3734,1.0694499969482423,5.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
3735,0.6079999923706054,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
